X,Y,losS_mean,losS_var
-488.3214068225903,402.0824648700436,0.008588831827558208,6.76478005095832e-06
-476.27321405150593,422.89854895893967,0.008806420366595992,6.763684095876856e-06
-464.2250212804216,443.7146330478356,0.008997828639473147,6.765983685351543e-06
-452.1768285093372,464.5307171367316,0.00916101370096109,6.771770219319201e-06
-440.128635738253,485.34680122562764,0.009294137498415705,6.781153630223787e-06
-428.08044296716855,506.1628853145237,0.009398244025712002,6.795409230489522e-06
-416.0322501960842,526.9789694034197,0.009471173911579076,6.814361581414452e-06
-403.984057425,547.7950534923156,0.009513187461174771,6.838960976360772e-06
-391.9358646539155,568.6111375812121,0.009525701522142008,6.870175193348535e-06
-379.88767188283117,589.4272216701079,0.009504955170801688,6.907588040454677e-06
-367.8394791117469,610.2433057590036,0.009455219820226804,6.95289601932829e-06
-355.7912863406625,631.0593898479,0.009376995705083851,7.006750567728728e-06
-343.7430935695782,651.8754739367959,0.00926966430455764,7.069465104216646e-06
-331.6949007984939,672.6915580256917,0.009132527992164352,7.141380569137353e-06
-319.64670802740955,693.5076421145881,0.008969666577953686,7.223827526066773e-06
-307.5985152563252,714.323726203484,0.008777018387458327,7.316399540712791e-06
-295.5503224852409,735.1398102923798,0.008560983118901869,7.420770800481836e-06
-283.5021297141564,755.955894381276,0.008322770445039998,7.537570416087166e-06
-271.45393694307216,776.7719784701721,0.008063962501213245,7.667296806950722e-06
-259.4057441719879,797.5880625590679,0.007777907527988875,7.808943499983727e-06
-247.3575514009034,818.4041466479641,0.007476055319370581,7.964806798574684e-06
-235.30935862981912,839.22023073686,0.007153342698435677,8.134062802889363e-06
-223.2611658587349,860.0363148257559,0.006813270492167914,8.317317268409905e-06
-211.2129730876506,880.8523989146518,0.006459489384382566,8.515097506007277e-06
-199.1647803165661,901.668483003548,0.006088404678951109,8.726599050138803e-06
-187.1165875454818,922.484567092444,0.005700912249145498,8.951725039246209e-06
-175.0683947743976,943.3006511813395,0.005305805007566805,9.191480870193742e-06
-163.0202020033131,964.116735270236,0.004901830570207821,9.445211212762295e-06
-150.9720092322288,984.932819359132,0.004478065276339607,9.710631693249706e-06
-138.9238164611446,1005.7489034480278,0.004049460947138275,9.989559582435855e-06
-126.87562369006011,1026.5649875369245,0.0036077077288242526,1.0280055363086292e-05
-114.82743091897581,1047.38107162582,0.0031556458991990055,1.0582029390825783e-05
-102.77923814789159,1068.197155714716,0.00269688000650406,1.089554509828313e-05
-90.731045376807,1089.0132398036124,0.0022242165851847767,1.12192264845122e-05
-78.6828526057228,1109.829323892508,0.001737107609959973,1.1552886617266628e-05
-66.6346598346385,1130.6454079814039,0.001245597168294102,1.1898315066231499e-05
-54.586467063554004,1151.4614920703004,0.000745350584921492,1.2255582237674234e-05
-42.5382742924698,1172.2775761591959,0.00022010854253544376,1.2623391497555534e-05
-30.4900815213855,1193.093660248092,-0.0003124682633848658,1.30063836401637e-05
-18.441888750300997,1213.9097443369883,-0.0008655529044603455,1.340520650929359e-05
-6.393695979216701,1234.7258284258842,-0.0014418849823540913,1.3823249135695595e-05
5.6544967918674,1255.5419125147805,-0.0020303770312730257,1.4266897294610648e-05
17.7026895629519,1276.3579966036764,-0.0026375724751693252,1.4741251392529325e-05
29.750882334036202,1297.1740806925725,-0.003278942718203434,1.5251373157191514e-05
41.799075105120394,1317.990164781468,-0.003948610019599369,1.580716063473168e-05
53.847267876204896,1338.8062488703645,-0.0046494271004239585,1.6418869943257738e-05
65.8954606472892,1359.6223329592606,-0.005379635270225114,1.7099274931872865e-05
77.9436534183735,1380.4384170481565,-0.0061519806985614045,1.7860902452633474e-05
89.99184618945789,1401.2545011370523,-0.006964964531932072,1.8720517640786535e-05
102.0400389605422,1422.0705852259482,-0.007822029249778817,1.9696135877840347e-05
114.0882317316265,1442.8866693148443,-0.008726134495452814,2.080803186457046e-05
